message_id,channel_name,detected_class,confidence_score,image_category
26620,lobelia4cosmetics,bottle,0.437,other
26621,lobelia4cosmetics,bottle,0.5032,other
26622,lobelia4cosmetics,bottle,0.5096,other
26622,lobelia4cosmetics,bottle,0.3521,other
26623,lobelia4cosmetics,bottle,0.6109,other
26623,lobelia4cosmetics,bottle,0.3556,other
26624,lobelia4cosmetics,bottle,0.3789,other
26625,lobelia4cosmetics,,,other
26626,lobelia4cosmetics,,,other
26627,lobelia4cosmetics,,,other
26628,lobelia4cosmetics,,,other
26629,lobelia4cosmetics,cup,0.7179,other
26629,lobelia4cosmetics,cup,0.3851,other
26630,lobelia4cosmetics,,,other
26631,lobelia4cosmetics,,,other
26632,lobelia4cosmetics,,,other
26633,lobelia4cosmetics,fork,0.8578,other
26633,lobelia4cosmetics,cup,0.4949,other
26633,lobelia4cosmetics,knife,0.444,other
26634,lobelia4cosmetics,,,other
26635,lobelia4cosmetics,,,other
26636,lobelia4cosmetics,sports ball,0.368,other
26637,lobelia4cosmetics,bottle,0.4263,other
26638,lobelia4cosmetics,,,other
26639,lobelia4cosmetics,,,other
26640,lobelia4cosmetics,,,other
26641,lobelia4cosmetics,,,other
26642,lobelia4cosmetics,person,0.6776,other
26643,lobelia4cosmetics,,,other
26644,lobelia4cosmetics,bottle,0.7959,other
26645,lobelia4cosmetics,bottle,0.7738,other
26646,lobelia4cosmetics,orange,0.4805,other
26647,lobelia4cosmetics,,,other
26648,lobelia4cosmetics,,,other
26649,lobelia4cosmetics,,,other
26650,lobelia4cosmetics,,,other
26651,lobelia4cosmetics,cup,0.354,other
26652,lobelia4cosmetics,,,other
26653,lobelia4cosmetics,bottle,0.4823,other
26653,lobelia4cosmetics,bottle,0.4725,other
26653,lobelia4cosmetics,bottle,0.4318,other
26654,lobelia4cosmetics,bottle,0.5669,other
26654,lobelia4cosmetics,bottle,0.3779,other
26655,lobelia4cosmetics,,,other
26656,lobelia4cosmetics,cell phone,0.4422,other
26656,lobelia4cosmetics,donut,0.4114,other
26657,lobelia4cosmetics,,,other
26658,lobelia4cosmetics,bottle,0.4263,other
26659,lobelia4cosmetics,,,other
26660,lobelia4cosmetics,,,other
26661,lobelia4cosmetics,,,other
26662,lobelia4cosmetics,,,other
26663,lobelia4cosmetics,person,0.6776,other
26664,lobelia4cosmetics,,,other
26665,lobelia4cosmetics,person,0.6776,other
26666,lobelia4cosmetics,,,other
26667,lobelia4cosmetics,,,other
26668,lobelia4cosmetics,bottle,0.8619,other
26669,lobelia4cosmetics,,,other
26670,lobelia4cosmetics,,,other
26671,lobelia4cosmetics,,,other
26672,lobelia4cosmetics,bottle,0.5097,other
26672,lobelia4cosmetics,bottle,0.5074,other
26672,lobelia4cosmetics,dining table,0.4609,other
26672,lobelia4cosmetics,bottle,0.4239,other
26672,lobelia4cosmetics,bottle,0.4207,other
26672,lobelia4cosmetics,cup,0.3684,other
26673,lobelia4cosmetics,,,other
26674,lobelia4cosmetics,,,other
26675,lobelia4cosmetics,,,other
26676,lobelia4cosmetics,bottle,0.5939,other
26677,lobelia4cosmetics,,,other
26678,lobelia4cosmetics,,,other
26679,lobelia4cosmetics,bottle,0.9058,other
26680,lobelia4cosmetics,person,0.8004,other
26681,lobelia4cosmetics,bottle,0.7407,other
26682,lobelia4cosmetics,,,other
26683,lobelia4cosmetics,cup,0.7179,other
26683,lobelia4cosmetics,cup,0.3851,other
26684,lobelia4cosmetics,,,other
26685,lobelia4cosmetics,,,other
26686,lobelia4cosmetics,sports ball,0.368,other
26687,lobelia4cosmetics,,,other
26688,lobelia4cosmetics,cell phone,0.4422,other
26688,lobelia4cosmetics,donut,0.4114,other
26689,lobelia4cosmetics,bottle,0.6768,other
26690,lobelia4cosmetics,bottle,0.3789,other
26691,lobelia4cosmetics,,,other
26692,lobelia4cosmetics,,,other
26693,lobelia4cosmetics,,,other
26694,lobelia4cosmetics,,,other
26695,lobelia4cosmetics,person,0.6776,other
26696,lobelia4cosmetics,,,other
26697,lobelia4cosmetics,,,other
26698,lobelia4cosmetics,bottle,0.5939,other
26699,lobelia4cosmetics,,,other
26700,lobelia4cosmetics,,,other
26701,lobelia4cosmetics,bottle,0.9058,other
26702,lobelia4cosmetics,person,0.8004,other
26703,lobelia4cosmetics,bottle,0.7407,other
26704,lobelia4cosmetics,bottle,0.5097,other
26704,lobelia4cosmetics,bottle,0.5074,other
26704,lobelia4cosmetics,dining table,0.4609,other
26704,lobelia4cosmetics,bottle,0.4239,other
26704,lobelia4cosmetics,bottle,0.4207,other
26704,lobelia4cosmetics,cup,0.3684,other
26705,lobelia4cosmetics,,,other
26706,lobelia4cosmetics,,,other
26707,lobelia4cosmetics,person,0.9189,other
26708,lobelia4cosmetics,,,other
26709,lobelia4cosmetics,person,0.4393,other
26710,lobelia4cosmetics,bottle,0.6693,other
26711,lobelia4cosmetics,,,other
26712,lobelia4cosmetics,bottle,0.5097,other
26712,lobelia4cosmetics,bottle,0.5074,other
26712,lobelia4cosmetics,dining table,0.4609,other
26712,lobelia4cosmetics,bottle,0.4239,other
26712,lobelia4cosmetics,bottle,0.4207,other
26712,lobelia4cosmetics,cup,0.3684,other
26713,lobelia4cosmetics,,,other
26714,lobelia4cosmetics,person,0.7035,other
26714,lobelia4cosmetics,person,0.6184,other
26715,lobelia4cosmetics,,,other
26716,lobelia4cosmetics,,,other
26717,lobelia4cosmetics,dining table,0.4378,other
26718,lobelia4cosmetics,,,other
26719,lobelia4cosmetics,person,0.8004,other
26720,lobelia4cosmetics,,,other
26721,lobelia4cosmetics,bottle,0.744,other
26722,lobelia4cosmetics,bottle,0.9058,other
26723,lobelia4cosmetics,,,other
26724,lobelia4cosmetics,orange,0.4805,other
26725,lobelia4cosmetics,,,other
26726,lobelia4cosmetics,,,other
26727,lobelia4cosmetics,,,other
26728,lobelia4cosmetics,,,other
26729,lobelia4cosmetics,cup,0.354,other
26730,lobelia4cosmetics,,,other
26731,lobelia4cosmetics,,,other
26732,lobelia4cosmetics,,,other
26733,lobelia4cosmetics,,,other
26734,lobelia4cosmetics,bottle,0.8619,other
26735,lobelia4cosmetics,,,other
26736,lobelia4cosmetics,,,other
26737,lobelia4cosmetics,,,other
26738,lobelia4cosmetics,person,0.9189,other
26739,lobelia4cosmetics,,,other
26740,lobelia4cosmetics,person,0.4393,other
26741,lobelia4cosmetics,,,other
26742,lobelia4cosmetics,bottle,0.6433,other
26742,lobelia4cosmetics,bottle,0.6279,other
26742,lobelia4cosmetics,bottle,0.4022,other
26742,lobelia4cosmetics,bottle,0.3563,other
26743,lobelia4cosmetics,,,other
26744,lobelia4cosmetics,bottle,0.8619,other
26745,lobelia4cosmetics,,,other
26746,lobelia4cosmetics,,,other
26747,lobelia4cosmetics,cell phone,0.4422,other
26747,lobelia4cosmetics,donut,0.4114,other
26748,lobelia4cosmetics,,,other
195875,tikvahpharma,,,other
195884,tikvahpharma,,,other
195885,tikvahpharma,,,other
195886,tikvahpharma,,,other
195887,tikvahpharma,,,other
195888,tikvahpharma,,,other
195889,tikvahpharma,tv,0.9352,other
195889,tikvahpharma,laptop,0.7975,other
195889,tikvahpharma,person,0.7949,other
195889,tikvahpharma,person,0.7005,other
195889,tikvahpharma,person,0.6431,other
195891,tikvahpharma,,,other
195892,tikvahpharma,tv,0.8834,other
195892,tikvahpharma,keyboard,0.7995,other
195893,tikvahpharma,tv,0.4404,other
195893,tikvahpharma,keyboard,0.3641,other
195896,tikvahpharma,chair,0.8075,other
195899,tikvahpharma,tv,0.882,other
195900,tikvahpharma,laptop,0.9522,other
195900,tikvahpharma,laptop,0.9129,other
195900,tikvahpharma,tv,0.8287,other
195900,tikvahpharma,person,0.8244,other
195900,tikvahpharma,tv,0.8071,other
195900,tikvahpharma,person,0.4169,other
195906,tikvahpharma,,,other
195909,tikvahpharma,,,other
195910,tikvahpharma,,,other
195911,tikvahpharma,,,other
195914,tikvahpharma,,,other
195917,tikvahpharma,tv,0.7032,other
195917,tikvahpharma,microwave,0.3774,other
195933,tikvahpharma,tv,0.7032,other
195933,tikvahpharma,microwave,0.3774,other
195934,tikvahpharma,book,0.3904,other
195935,tikvahpharma,,,other
195936,tikvahpharma,,,other
195937,tikvahpharma,,,other
195938,tikvahpharma,,,other
195939,tikvahpharma,,,other
195940,tikvahpharma,train,0.5072,other
195940,tikvahpharma,train,0.4036,other
195941,tikvahpharma,,,other
195942,tikvahpharma,,,other
195948,tikvahpharma,,,other
195950,tikvahpharma,,,other
195955,tikvahpharma,,,other
195960,tikvahpharma,tv,0.6994,other
195960,tikvahpharma,microwave,0.3882,other
195961,tikvahpharma,book,0.3926,other
195962,tikvahpharma,,,other
195963,tikvahpharma,,,other
195966,tikvahpharma,laptop,0.5637,other
195966,tikvahpharma,cell phone,0.435,other
195967,tikvahpharma,laptop,0.6673,other
195967,tikvahpharma,laptop,0.6013,other
195967,tikvahpharma,dining table,0.5994,other
195968,tikvahpharma,laptop,0.846,other
195968,tikvahpharma,person,0.5474,other
195969,tikvahpharma,laptop,0.7085,other
195972,tikvahpharma,,,other
195973,tikvahpharma,,,other
195974,tikvahpharma,,,other
195976,tikvahpharma,,,other
195979,tikvahpharma,bowl,0.3644,other
195982,tikvahpharma,bottle,0.4136,other
195982,tikvahpharma,bottle,0.4084,other
195982,tikvahpharma,bottle,0.3838,other
195982,tikvahpharma,bottle,0.3827,other
195983,tikvahpharma,,,other
195986,tikvahpharma,bowl,0.3644,other
195989,tikvahpharma,laptop,0.9522,other
195989,tikvahpharma,laptop,0.9129,other
195989,tikvahpharma,tv,0.8287,other
195989,tikvahpharma,person,0.8244,other
195989,tikvahpharma,tv,0.8071,other
195989,tikvahpharma,person,0.4169,other
195993,tikvahpharma,bowl,0.3644,other
195994,tikvahpharma,bottle,0.7958,other
195999,tikvahpharma,refrigerator,0.6737,other
195999,tikvahpharma,bottle,0.5488,other
195999,tikvahpharma,bottle,0.5268,other
195999,tikvahpharma,bottle,0.5129,other
195999,tikvahpharma,bottle,0.509,other
195999,tikvahpharma,bottle,0.4895,other
195999,tikvahpharma,bottle,0.4094,other
195999,tikvahpharma,bottle,0.408,other
195999,tikvahpharma,bottle,0.3889,other
195999,tikvahpharma,bottle,0.3839,other
195999,tikvahpharma,bottle,0.3614,other
196007,tikvahpharma,laptop,0.5637,other
196007,tikvahpharma,cell phone,0.435,other
196008,tikvahpharma,laptop,0.6673,other
196008,tikvahpharma,laptop,0.6013,other
196008,tikvahpharma,dining table,0.5994,other
196009,tikvahpharma,laptop,0.846,other
196009,tikvahpharma,person,0.5474,other
196010,tikvahpharma,laptop,0.7085,other
196019,tikvahpharma,,,other
196022,tikvahpharma,refrigerator,0.6737,other
196022,tikvahpharma,bottle,0.5488,other
196022,tikvahpharma,bottle,0.5268,other
196022,tikvahpharma,bottle,0.5129,other
196022,tikvahpharma,bottle,0.509,other
196022,tikvahpharma,bottle,0.4895,other
196022,tikvahpharma,bottle,0.4094,other
196022,tikvahpharma,bottle,0.408,other
196022,tikvahpharma,bottle,0.3889,other
196022,tikvahpharma,bottle,0.3839,other
196022,tikvahpharma,bottle,0.3614,other
196030,tikvahpharma,,,other
196036,tikvahpharma,,,other
196037,tikvahpharma,,,other
196038,tikvahpharma,,,other
196039,tikvahpharma,laptop,0.9522,other
196039,tikvahpharma,laptop,0.9129,other
196039,tikvahpharma,tv,0.8287,other
196039,tikvahpharma,person,0.8244,other
196039,tikvahpharma,tv,0.8071,other
196039,tikvahpharma,person,0.4169,other
196042,tikvahpharma,,,other
196048,tikvahpharma,bowl,0.4237,other
196053,tikvahpharma,,,other
196054,tikvahpharma,book,0.391,other
196055,tikvahpharma,tv,0.701,other
196055,tikvahpharma,microwave,0.3967,other
196056,tikvahpharma,,,other
196070,tikvahpharma,laptop,0.5637,other
196070,tikvahpharma,cell phone,0.435,other
196071,tikvahpharma,laptop,0.6673,other
196071,tikvahpharma,laptop,0.6013,other
196071,tikvahpharma,dining table,0.5994,other
196072,tikvahpharma,laptop,0.846,other
196072,tikvahpharma,person,0.5474,other
196073,tikvahpharma,laptop,0.7085,other
196078,tikvahpharma,,,other
196083,tikvahpharma,book,0.5127,other
196084,tikvahpharma,,,other
196085,tikvahpharma,refrigerator,0.6737,other
196085,tikvahpharma,bottle,0.5488,other
196085,tikvahpharma,bottle,0.5268,other
196085,tikvahpharma,bottle,0.5129,other
196085,tikvahpharma,bottle,0.509,other
196085,tikvahpharma,bottle,0.4895,other
196085,tikvahpharma,bottle,0.4094,other
196085,tikvahpharma,bottle,0.408,other
196085,tikvahpharma,bottle,0.3889,other
196085,tikvahpharma,bottle,0.3839,other
196085,tikvahpharma,bottle,0.3614,other
196086,tikvahpharma,,,other
196105,tikvahpharma,,,other
196108,tikvahpharma,,,other
196109,tikvahpharma,,,other
196111,tikvahpharma,,,other
196131,tikvahpharma,,,other
196132,tikvahpharma,,,other
196134,tikvahpharma,bowl,0.3644,other
196141,tikvahpharma,laptop,0.9522,other
196141,tikvahpharma,laptop,0.9129,other
196141,tikvahpharma,tv,0.8287,other
196141,tikvahpharma,person,0.8244,other
196141,tikvahpharma,tv,0.8071,other
196141,tikvahpharma,person,0.4169,other
196142,tikvahpharma,laptop,0.7089,other
196157,tikvahpharma,bowl,0.4237,other
196164,tikvahpharma,,,other
196165,tikvahpharma,,,other
196166,tikvahpharma,,,other
196167,tikvahpharma,,,other
196169,tikvahpharma,,,other
196170,tikvahpharma,,,other
196172,tikvahpharma,,,other
196177,tikvahpharma,laptop,0.9522,other
196177,tikvahpharma,laptop,0.9129,other
196177,tikvahpharma,tv,0.8287,other
196177,tikvahpharma,person,0.8244,other
196177,tikvahpharma,tv,0.8071,other
196177,tikvahpharma,person,0.4169,other
196178,tikvahpharma,laptop,0.7089,other
196181,tikvahpharma,,,other
196185,tikvahpharma,,,other
196189,tikvahpharma,,,other
196198,tikvahpharma,,,other
196199,tikvahpharma,,,other
196207,tikvahpharma,laptop,0.9522,other
196207,tikvahpharma,laptop,0.9129,other
196207,tikvahpharma,tv,0.8287,other
196207,tikvahpharma,person,0.8244,other
196207,tikvahpharma,tv,0.8071,other
196207,tikvahpharma,person,0.4169,other
196211,tikvahpharma,bowl,0.4237,other
196224,tikvahpharma,,,other
196225,tikvahpharma,,,other
196246,tikvahpharma,laptop,0.9522,other
196246,tikvahpharma,laptop,0.9129,other
196246,tikvahpharma,tv,0.8287,other
196246,tikvahpharma,person,0.8244,other
196246,tikvahpharma,tv,0.8071,other
196246,tikvahpharma,person,0.4169,other
196247,tikvahpharma,laptop,0.7089,other
196268,tikvahpharma,bowl,0.3644,other
196269,tikvahpharma,,,other
196270,tikvahpharma,,,other
196271,tikvahpharma,,,other
196286,tikvahpharma,,,other
196288,tikvahpharma,bowl,0.3644,other
196295,tikvahpharma,person,0.3923,other
196310,tikvahpharma,,,other
196311,tikvahpharma,,,other
196312,tikvahpharma,,,other
196313,tikvahpharma,laptop,0.7089,other
196327,tikvahpharma,,,other
196337,tikvahpharma,,,other
196338,tikvahpharma,,,other
196339,tikvahpharma,,,other
196340,tikvahpharma,laptop,0.7089,other
196343,tikvahpharma,,,other
196344,tikvahpharma,tv,0.6954,other
196344,tikvahpharma,microwave,0.4358,other
196355,tikvahpharma,,,other
196356,tikvahpharma,tv,0.6954,other
196356,tikvahpharma,microwave,0.4358,other
196367,tikvahpharma,,,other
196368,tikvahpharma,,,other
196369,tikvahpharma,,,other
196370,tikvahpharma,laptop,0.7089,other
196383,tikvahpharma,laptop,0.8312,other
196383,tikvahpharma,bottle,0.6147,other
196384,tikvahpharma,laptop,0.9084,other
196409,tikvahpharma,,,other
196410,tikvahpharma,,,other
196411,tikvahpharma,,,other
196412,tikvahpharma,laptop,0.8312,product_display
196412,tikvahpharma,bottle,0.6147,product_display
196413,tikvahpharma,laptop,0.9084,other
196417,tikvahpharma,,,other
196437,tikvahpharma,tv,0.8935,
196437,tikvahpharma,laptop,0.7821,
196437,tikvahpharma,laptop,0.7615,other
196437,tikvahpharma,laptop,0.492,other
196437,tikvahpharma,keyboard,0.4539,other
196438,tikvahpharma,laptop,0.8501,other
196439,tikvahpharma,person,0.7967,lifestyle
196445,tikvahpharma,,,other
196463,tikvahpharma,,,other
196465,tikvahpharma,cup,0.435,product_display
196477,tikvahpharma,cup,0.423,product_display
196479,tikvahpharma,,,other
196480,tikvahpharma,cup,0.423,product_display
196481,tikvahpharma,,,other
